"shared name","IDs_2","cor_2"," pval_2","Extract","p.value.corrected","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"91","555.309 1898 1 (ID: 1060)","-0.219484632968334","0.450887640610107","8.108268e-05","1","6.464336e-10","3.398901e-03","8.627271e-04","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","7.818145e-07","2.382878e-11","1.845665e-11"
"92","559.131 1809 1 (ID: 612)","-0.217409983669123","0.455285714820615","1.038370e-04","1","1.296126e-03","1.575941e-03","7.073012e-03","2.020268e-04","3.177915e-04","5.259060e-04","1.822399e-05","1.102726e-04","6.926695e-04","2.949682e-04","3.665255e-06","2.172661e-04","1.938228e-04"
"93","561.280 1566 1 (ID: 446)","-0.0914120486273452","0.75595667014469","2.445946e-11","1","6.464336e-10","1.221705e-10","8.650469e-10","1.279689e-04","4.776636e-05","3.209307e-11","3.778606e-03","1.372338e-04","5.758591e-06","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"94","563.296 1291 1 (ID: 164)","0.907554668668843","7.36501900414158e-06","1.640503e-03","0.00432326615543111","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","7.155264e-05","9.429388e-07","5.335417e-03","2.633706e-04","2.597726e-04","6.539719e-05","1.019639e-04"
"95","563.296 1406 1 (ID: 28)","-0.0377140529344433","0.898148487689313","3.128230e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","5.010444e-06","5.268520e-03","2.930623e-02","6.112878e-03","9.416857e-04","2.412051e-04","2.801463e-04","1.402477e-04","1.949063e-04"
"96","567.332 1609 1 (ID: 68)","-0.0291072134209705","0.921317011864372","1.137327e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.530371e-04","1.252035e-02","1.517035e-03","3.549446e-04","5.491112e-05","7.718058e-05","5.962005e-05","5.466115e-05"
"97","569.345 1706 1 (ID: 248)","-0.0812518039775658","0.782449887922343","3.359525e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","9.461823e-04","4.703181e-03","7.355360e-05","8.762753e-05","1.210703e-05","2.257221e-05","1.969468e-05","1.314435e-05"
"98","571.254 944 1 (ID: 280)","-0.0621936204381965","0.832720276191572","4.226765e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.060857e-05","1.368113e-02","1.985043e-03","6.465054e-05","1.839311e-05","2.241881e-05","2.252500e-05","1.901684e-06"
"99","571.255 559 1 (ID: 626)","0.905633511042207","8.29688606983179e-06","4.063763e-04","0.00487027212299126","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","8.380804e-06","2.981473e-11","1.224686e-03","4.489769e-05","5.064985e-05","2.271050e-05","5.661896e-06"
"100","571.301 1719 1 (ID: 50)","0.635206456481731","0.0146493698683356","1.740932e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","5.859932e-06","4.821655e-03","3.082293e-03","1.276092e-04","2.441935e-04","2.492860e-04","1.014506e-04"
"101","571.301 1482 1 (ID: 525)","0.511612777772875","0.061480077123186","6.740097e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.007552e-03","8.519862e-04","1.608695e-05","2.726455e-05","6.064028e-05","1.070857e-05"
"102","573.319 1598 1 (ID: 583)","0.204553455496732","0.483001079755834","3.322476e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","1.126123e-05","3.672463e-11","3.209307e-11","3.621885e-11","4.284035e-03","4.326241e-04","9.540264e-06","1.325995e-05","2.848662e-05","1.845665e-11"
"103","573.319 1808 1 (ID: 531)","0.473085031724798","0.0875414696331942","7.070357e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","2.111857e-06","2.867313e-03","1.125960e-03","2.993123e-05","7.202058e-05","7.107942e-05","2.441294e-05"
"104","575.284 1094 1 (ID: 389)","-0.117226833563355","0.689812750067432","1.929331e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.631717e-03","6.406631e-05","5.352406e-06","3.132689e-11","2.945770e-11","6.783499e-06","2.382878e-11","1.845665e-11"
"105","575.295 1480 1 (ID: 530)","0.115878541308428","0.693221352802666","6.087083e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","6.063920e-05","1.643643e-03","2.042962e-05","1.005335e-05","2.192481e-06","2.382878e-11","1.845665e-11"
"106","577.265 730 1 (ID: 18)","-0.0131248920098691","0.964480705750649","3.721442e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","4.897041e-05","2.981473e-11","3.139657e-03","2.592816e-02","1.326339e-02","1.814557e-03","1.822877e-04"
"107","577.265 644 1 (ID: 652)","-0.0755659476134721","0.797374128597747","3.376898e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","7.370342e-07","5.537761e-03","4.314450e-04","7.184970e-05","3.355567e-06"
"108","577.265 998 1 (ID: 194)","0.919233388225548","3.36127974167346e-06","1.765290e-03","0.00197307120836232","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.169236e-04","2.074490e-04","3.712625e-03","1.534053e-04","2.308603e-04","4.102349e-05","4.091848e-05"
"109","577.297 1627 1 (ID: 880)","-0.175419958738224","0.548607383044247","2.395454e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.019638e-04","8.421275e-05","2.497870e-03","1.110275e-05"
"110","577.297 1548 1 (ID: 921)","-0.160093199042734","0.584575978457779","1.053774e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","7.734864e-07","1.798475e-03","7.679674e-05"
"111","577.795 1549 1 (ID: 858)","-0.159638449278806","0.585657531292432","7.156374e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","1.299319e-03","5.851105e-05"
"112","581.274 1139 1 (ID: 158)","-0.103764147663436","0.72408320194847","2.790781e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","8.711705e-04","1.626884e-02","6.058619e-04","1.428130e-04","3.314661e-05","9.539090e-05","1.684902e-04","3.672130e-05","3.717146e-05"
"113","587.249 904 1 (ID: 598)","0.114935944270348","0.695607533848316","4.420601e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.759051e-05","1.173715e-02","9.067444e-05","3.037243e-05","3.190081e-05","4.762037e-06","3.598158e-06"
"114","589.311 1607 1 (ID: 10)","-0.000681477388368713","0.998155220841412","7.396848e-03","1","6.464336e-10","2.563564e-04","8.650469e-10","3.423586e-10","2.103117e-06","1.146308e-02","3.728979e-02","1.493789e-02","1.886685e-03","4.985786e-04","1.006967e-03","8.356286e-04","4.198923e-04"
"115","589.311 1520 1 (ID: 22)","0.873397143507255","4.50107734106115e-05","4.807868e-03","0.0264213239920289","1.730140e-05","2.099565e-05","8.650469e-10","3.423586e-10","1.256759e-06","2.272177e-04","3.346898e-03","4.021722e-05","1.175775e-02","5.040581e-04","9.528644e-04","9.365859e-04","1.517443e-04"
"116","589.391 1410 1 (ID: 1030)","-0.339393705730735","0.235169587441145","0.0007319550","1","0.0393713776","0.0041070315","0.0263560108","0.0095751513","0.0006098703","0.0006056662","0.0008905193","0.0006938300","0.0007033291","0.0006117688","0.0004523698","0.0003205189","0.0003957020"
"117","590.317 1607 1 (ID: 170)","0.030085591290607","0.918680092864758","2.646608e-03","1","6.464336e-10","7.591722e-05","8.650469e-10","3.423586e-10","3.672463e-11","3.534796e-03","1.141245e-02","5.504016e-03","8.173354e-04","1.881467e-04","3.610898e-04","4.107778e-04","1.560253e-04"
"118","591.326 1707 1 (ID: 152)","-0.0859961284106689","0.770049781883728","2.265194e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","1.278575e-04","6.728597e-05","7.771044e-03","1.580026e-02","4.983723e-04","5.669145e-04","1.191548e-04","2.072738e-04","2.706776e-04","1.056056e-04"
"119","591.326 1854 1 (ID: 1088)","-0.185497577641807","0.525489637855899","4.663744e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","2.199651e-02","1.226023e-04","1.356677e-05","1.178381e-05","2.981473e-11","3.132689e-11","2.945770e-11","7.149030e-07","2.382878e-11","1.845665e-11"
"120","591.326 1626 1 (ID: 142)","0.911780588059994","5.61468814684507e-06","1.481452e-03","0.00329582194219806","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","8.950883e-05","6.249973e-05","3.352650e-06","3.467861e-03","1.493708e-04","1.539978e-04","1.076020e-04","7.252671e-05"
"121","595.252 1142 1 (ID: 72)","-0.134773270146628","0.645971595404726","1.285935e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","2.342263e-04","7.176449e-03","8.318686e-03","1.806540e-04","2.230784e-05","3.499921e-05","5.627161e-05","1.601972e-05","1.593255e-05"
"122","595.252 742 1 (ID: 487)","-0.0521838569391603","0.859375714055437","3.760011e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","2.964922e-06","3.209307e-11","1.222350e-03","3.595918e-04","2.871640e-06","2.714474e-06","3.546407e-06","2.599097e-05","6.502040e-07"
"123","595.256 1290 1 (ID: 1098)","-0.0653354178975988","0.824386867123451","6.561305e-04","1","3.810708e-05","1.221705e-10","8.650469e-10","3.423586e-10","1.565004e-02","1.020769e-03","1.176114e-04","4.305953e-05","2.188105e-06","2.240904e-05","5.322574e-05","2.339212e-05","8.367615e-06"
"124","595.290 1290 1 (ID: 58)","-0.0603455947340838","0.837629735958077","1.423787e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.245851e-02","1.483727e-03","1.600098e-04","8.832080e-05","1.962390e-05","5.523889e-05","7.490052e-05","1.566642e-05","2.180453e-05"
"125","597.269 1165 1 (ID: 1)","-0.0986400892605783","0.737258132331792","4.236032e-02","1","4.951976e-04","1.221705e-10","8.650469e-10","3.423586e-10","3.903452e-03","2.305655e-01","5.899627e-03","1.925754e-03","6.433884e-04","1.748582e-03","3.445868e-03","3.005150e-03","7.127297e-04"
"126","597.271 1213 1 (ID: 89)","-0.111093665939045","0.705361162699756","4.515973e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","2.295330e-04","2.805948e-02","3.402745e-03","3.497167e-04","5.907193e-05","1.651730e-04","2.833660e-04","1.010044e-04","7.239066e-05"
"127","597.271 1037 1 (ID: 241)","-0.104932532001555","0.721088836122176","7.532071e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.143144e-03","1.015111e-02","3.708370e-04","3.490668e-05","2.759003e-05","2.723774e-05","1.045250e-05","7.067941e-06"
"128","597.271 1306 1 (ID: 97)","-0.1019036597985","0.728858872319496","1.625057e-03","1","1.697732e-05","1.221705e-10","8.650469e-10","3.423586e-10","1.852161e-02","8.310092e-03","2.740728e-04","1.871029e-04","2.612568e-05","5.934959e-05","1.269222e-04","7.262219e-05","2.634865e-05"
"129","597.271 896 1 (ID: 188)","0.125369181922693","0.669346157930743","2.147800e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","2.060079e-04","4.673548e-02","8.208700e-04","2.060393e-04","2.224518e-04","4.081953e-05","3.896624e-05"
"130","598.265 597 1 (ID: 785)","-0.137626455879405","0.638938248399026","1.843259e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.123572e-04","2.055428e-03","2.159164e-05","5.470430e-07"
"131","598.270 1168 1 (ID: 465)","-0.0972169637180064","0.740929359283928","1.220621e-02","1","7.513135e-05","1.221705e-10","8.650469e-10","3.423586e-10","1.335533e-03","6.811396e-02","1.969637e-03","7.153726e-04","2.365947e-04","5.809780e-04","8.116721e-04","1.689901e-04","2.515215e-04"
"132","605.305 1225 1 (ID: 928)","-0.169704805005264","0.561908027457994","1.124453e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","4.850170e-05","2.981473e-11","4.391059e-06","1.532680e-05","3.352472e-06","2.301811e-03","9.732880e-06"
"133","605.310 1625 1 (ID: 360)","-0.190095157532874","0.515089134703386","1.942313e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","5.073056e-02","3.910283e-03","3.725808e-05","1.075908e-04","1.454374e-05","2.288993e-05","2.678005e-06","9.943869e-06","1.090282e-05","2.015350e-06"
"134","605.310 1680 1 (ID: 1073)","-0.185807718339727","0.524785126761197","2.143607e-04","1","6.464336e-10","1.221705e-10","2.250833e-04","9.480934e-02","4.022782e-04","2.594462e-05","5.832475e-05","2.174530e-05","2.441473e-06","2.083626e-06","1.299031e-05","1.048166e-05","1.458578e-06"
"135","605.310 1117 1 (ID: 425)","-0.0932563225564356","0.751173391951244","2.445946e-11","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.911904e-03","3.567129e-05","7.562138e-06","1.071390e-06","1.436978e-06","1.299316e-04","2.204389e-05"
"136","609.269 999 1 (ID: 488)","-0.0775463753724414","0.792168328488822","2.502080e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.546181e-03","1.038356e-04","3.132689e-11","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"137","613.266 824 1 (ID: 107)","0.910238252830603","6.20871030421146e-06","1.316492e-02","0.00364451294857213","4.513008e-05","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","4.341344e-04","1.595446e-03","2.186982e-02","7.928747e-04","1.288319e-03","5.914458e-04","1.511644e-04"
"138","613.266 874 1 (ID: 372)","0.913168025609065","5.12101071510364e-06","4.161845e-03","0.00300603328976584","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.564889e-04","1.841111e-04","8.826794e-03","2.864303e-04","4.282160e-04","1.639375e-04","6.981958e-05"
"139","615.279 823 1 (ID: 508)","0.0213031851485417","0.942375207325507","4.267517e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","5.613077e-03","6.403356e-03","4.150521e-05","5.822991e-06","4.507163e-06","2.540074e-06","9.304675e-07"
"140","615.326 1718 1 (ID: 552)","0.122141173096467","0.677435480596629","4.583470e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.148454e-04","7.885552e-04","1.814400e-05","2.945770e-11","6.979423e-07","2.382878e-11","5.744240e-07"
"141","619.272 729 1 (ID: 17)","-0.023544003398029","0.936324489953936","5.634212e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","8.113112e-05","1.790103e-06","4.691042e-03","3.999618e-02","1.976518e-02","4.982884e-03","3.059817e-04"
"142","621.291 557 1 (ID: 737)","-0.130116026413134","0.657511167278258","1.091139e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.683200e-06","8.686982e-03","2.045004e-04","3.747458e-06"
"143","621.291 1039 1 (ID: 271)","-0.0734790945543372","0.802868161660795","6.441642e-04","1","6.464336e-10","3.728595e-06","8.650469e-10","3.423586e-10","1.963764e-06","2.786818e-05","2.080638e-02","1.878350e-03","3.949197e-05","8.646200e-04","4.863723e-05","3.603415e-06","3.734117e-06"
"144","621.292 435 1 (ID: 868)","-0.173555336936188","0.552931960594801","3.757266e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.622661e-06","1.651484e-04","3.515107e-03","1.001500e-05"
"145","625.301 1176 1 (ID: 74)","-0.113438015163052","0.699404920803987","5.300558e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.947655e-02","2.815027e-02","6.134169e-04","3.587815e-04","5.608751e-05","1.625209e-04","2.802913e-04","1.708175e-04","7.135045e-05"
"146","625.301 1531 1 (ID: 359)","-0.196085232244918","0.501679646559114","5.541127e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","5.092295e-02","1.084793e-02","1.413644e-04","6.556693e-05","3.011956e-05","1.787950e-06","1.646738e-05","3.805087e-05","3.340318e-05","4.935931e-06"
"147","629.309 1564 1 (ID: 926)","-0.221093333336536","0.447491779305058","9.276828e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","2.085351e-06","4.783248e-04","1.816868e-03","3.511920e-03","2.385672e-05"
"148","631.311 1040 1 (ID: 496)","-0.0782895915914192","0.790216755942795","1.664627e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","6.955233e-04","2.386101e-05","5.316734e-03","5.718066e-04","4.421280e-06","2.997254e-06","6.368693e-06","1.177349e-06","1.845665e-11"
"149","631.324 1759 1 (ID: 1077)","-0.19599182204159","0.501887515507443","8.149964e-05","1","6.464336e-10","1.221705e-10","4.992263e-04","1.358937e-02","1.210404e-03","1.151036e-06","1.071466e-06","8.477023e-07","3.654903e-05","2.945770e-11","3.807384e-06","2.154380e-06","1.845665e-11"
"150","631.468 1240 1 (ID: 1049)","-0.177897300169188","0.542884295419252","2.286875e-06","1","6.464336e-10","4.463854e-03","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"151","633.337 1880 1 (ID: 1086)","-0.225688141213988","0.437862427243123","6.888122e-05","1","1.629164e-05","1.248693e-04","4.962058e-03","2.437272e-02","1.921117e-05","3.966784e-06","1.343161e-05","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"152","635.244 877 1 (ID: 464)","-0.101147595903535","0.730802231925438","2.118435e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.840127e-04","1.676033e-03","7.265518e-06","3.132689e-11","2.945770e-11","2.546485e-11","6.315243e-07","1.845665e-11"
"153","635.268 454 1 (ID: 801)","-0.15001889098805","0.60872214487855","3.471065e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","7.409474e-07","6.883740e-03","5.765046e-03","4.986921e-04","1.532848e-05"
"154","637.263 823 1 (ID: 528)","0.00325652196334418","0.991184649090064","1.555152e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.208158e-02","1.102851e-02","1.614490e-05","6.148035e-05","6.813696e-05","2.532268e-05","1.280284e-05"
"155","637.283 644 1 (ID: 706)","-0.073926888659157","0.801688537309438","7.642987e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.202015e-06","2.981473e-11","1.882120e-06","1.171441e-02","9.327636e-04","1.278538e-04","1.946008e-05"
"156","639.280 895 1 (ID: 140)","0.120655900306189","0.681168486477485","9.301332e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","9.542156e-05","2.068151e-02","2.531975e-04","8.215901e-05","8.869190e-05","8.015859e-06","1.238009e-05"
"157","641.294 836 1 (ID: 375)","0.924118681813123","2.33675278160981e-06","3.451048e-03","0.00137167388280496","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","4.023406e-04","9.867588e-04","6.783735e-03","1.616810e-04","3.280878e-04","3.031237e-04","3.406363e-05"
"158","641.294 742 1 (ID: 100)","0.829588161013203","0.000242314869919297","3.746575e-03","0.142238828642627","2.086527e-05","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.315379e-04","6.558998e-03","8.130281e-03","2.024503e-04","3.333798e-04","1.353830e-04","5.581202e-05"
"159","641.294 776 1 (ID: 544)","0.204345331413364","0.483456169914859","4.169559e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","4.495759e-03","5.627213e-04","7.114407e-05","1.210231e-04","6.192182e-04","1.845665e-11"
"160","643.306 1115 1 (ID: 1111)","-0.071399518095768","0.808351470493432","1.447993e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","4.607717e-03","1.427259e-04","5.315159e-04","4.748000e-05","3.132689e-11","2.945770e-11","2.680250e-06","2.480280e-06","1.845665e-11"
"161","643.311 1170 1 (ID: 1197)","-0.058093946738246","0.843618871947764","3.968907e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.280628e-02","4.967375e-05","3.470504e-05","9.122232e-06","2.453362e-06","3.996628e-06","2.262005e-05","9.022598e-06","1.713753e-06"
"162","647.307 997 1 (ID: 157)","0.912446115095417","5.37321987817741e-06","2.979214e-03","0.00315408006849014","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.316462e-04","8.715472e-05","6.217101e-03","1.911219e-04","3.571275e-04","8.523008e-05","6.971279e-05"
"163","649.321 1409 1 (ID: 1163)","-0.0618551587012283","0.833619013995173","9.998632e-05","1","6.464336e-10","1.221705e-10","2.206820e-05","3.423586e-10","3.414302e-03","6.464513e-05","3.326428e-06","2.981473e-11","7.704518e-07","9.852875e-07","9.446104e-07","9.011720e-07","1.845665e-11"
"164","649.322 913 1 (ID: 452)","-0.0554638307483165","0.850624630322553","3.350564e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.297848e-03","3.167107e-04","1.991146e-06","9.553403e-07","2.546485e-11","6.676962e-07","1.845665e-11"
"165","651.277 1006 1 (ID: 395)","-0.130224797071707","0.657240836450534","1.335377e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.237330e-03","1.896327e-04","1.728079e-06","3.132689e-11","2.945770e-11","1.779028e-06","5.406086e-07","1.845665e-11"
"166","657.265 984 1 (ID: 514)","0.226213234805564","0.436768626760454","1.521194e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.141333e-06","3.621885e-11","1.784650e-03","2.185664e-04","2.680206e-06","5.786322e-06","2.382878e-11","1.845665e-11"
"167","657.284 803 1 (ID: 515)","0.227091085545988","0.434943069794705","1.821337e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.199499e-06","2.241157e-03","2.811711e-04","6.526778e-06","1.353853e-05","2.382878e-11","1.845665e-11"
"168","658.285 471 1 (ID: 865)","-0.166231410860459","0.570056953946973","3.612728e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","8.315079e-07","2.945770e-11","2.546485e-11","1.099532e-03","1.499174e-05"
"169","659.307 838 1 (ID: 272)","0.0305321825977758","0.917476698966006","2.563420e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","4.692982e-03","5.217866e-03","4.723703e-05","1.873498e-05","2.351994e-05","5.059761e-06","2.144872e-06"
"170","661.282 435 1 (ID: 852)","-0.167762138817947","0.566459687217496","1.561678e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.237101e-06","2.981473e-11","3.132689e-11","2.915907e-06","2.633237e-04","4.898273e-03","2.777227e-05"
"171","661.287 945 1 (ID: 163)","0.909168097398238","6.65046056461141e-06","6.903555e-03","0.0039038203514269","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","2.132046e-04","6.634472e-06","1.494511e-02","4.718443e-04","5.790094e-04","1.680026e-04","3.430614e-05"
"172","661.301 1080 1 (ID: 504)","-0.0809477439669544","0.783246273220757","2.021556e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","2.950703e-06","1.103551e-03","3.238043e-05","3.132689e-11","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"173","663.297 712 1 (ID: 655)","0.0693537515743385","0.813753623257511","3.608691e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","6.084165e-06","2.981473e-11","7.274920e-04","4.655694e-03","1.067962e-04","2.254755e-05","6.358236e-06"
"174","664.312 647 1 (ID: 120)","-0.216375521654995","0.457486488753011","2.954917e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","4.137296e-03","8.383436e-03","4.354028e-03","1.040212e-05"
"175","664.312 613 1 (ID: 732)","-0.204045083859375","0.484113055844595","1.510554e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","9.684751e-07","3.132689e-11","2.945770e-11","5.055312e-03","3.565704e-03","2.892610e-05"
"176","665.290 906 1 (ID: 276)","0.00842462975168855","0.977196961467951","4.564615e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.430922e-03","1.218656e-03","1.154691e-05","4.135519e-06","2.546485e-11","2.382878e-11","1.845665e-11"
"177","665.290 1095 1 (ID: 1109)","-0.0961148312806723","0.743776051878192","3.150374e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.947409e-03","1.492160e-03","5.647780e-05","5.495061e-05","3.132689e-11","5.560801e-06","1.877958e-05","4.044124e-06","1.845665e-11"
"178","665.291 1176 1 (ID: 21)","-0.0441010522075921","0.881003151917468","9.846571e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","7.717843e-02","2.395577e-05","1.082276e-02","1.847673e-04","5.884895e-05","1.628209e-04","9.931856e-04","1.024093e-03","1.781131e-05"
"179","666.296 1191 1 (ID: 365)","0.00149136797824789","0.995962835243274","3.795244e-03","1","4.176995e-05","1.221705e-10","8.650469e-10","3.423586e-10","1.687241e-02","4.359435e-04","3.280205e-04","1.983773e-04","1.258440e-04","1.961910e-04","2.112867e-04","2.187933e-05","1.546655e-04"
"180","667.311 1164 1 (ID: 4)","-0.0949978073527304","0.746664314762806","2.537962e-02","1","1.738269e-04","1.221705e-10","8.650469e-10","3.423586e-10","1.670359e-03","1.296135e-01","4.256146e-03","1.159665e-03","4.641389e-04","1.082517e-03","2.211680e-03","1.952897e-03","4.794123e-04"
"181","667.311 1086 1 (ID: 558)","0.112935951307777","0.700679166211603","6.533067e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","6.934361e-07","4.030029e-06","2.219238e-03","1.721783e-05","1.711003e-06","8.040643e-07","2.382878e-11","1.845665e-11"
